Gender,Age,Experience,Education Level,Test Score,Selected
Female,24,17,Diploma,73,0
Male,32,3,Bachelor,78,0
Male,36,27,Master,72,1
Other,43,15,High School,83,0
Male,37,12,High School,96,1
Female,52,1,High School,65,0
Male,41,12,Diploma,75,1
Female,45,2,Diploma,54,0
Male,35,25,Diploma,95,0
Female,46,26,Diploma,50,0
Male,29,16,Master,59,0
Other,39,26,Master,88,0
Male,36,9,PhD,79,0
Male,47,17,Master,71,0
Other,46,0,Diploma,83,0
Other,20,3,Bachelor,87,1
Female,49,8,PhD,91,0
Other,30,17,Master,59,0
Male,26,17,High School,77,1
Female,40,17,PhD,88,0
Male,32,13,Bachelor,90,1
Female,36,2,Diploma,88,1
Female,59,13,PhD,56,1
Other,24,14,Diploma,92,0
Male,42,17,High School,49,1
Female,33,6,PhD,54,0
Female,55,8,Bachelor,65,0
Female,38,2,Diploma,51,1
Female,31,24,Bachelor,87,1
Other,37,19,High School,52,0
Other,26,9,PhD,84,0
Male,43,0,PhD,70,0
Female,18,11,PhD,54,0
Male,38,3,High School,85,0
Male,23,9,Bachelor,87,1
Other,47,12,PhD,42,0
Female,27,29,Bachelor,65,1
Other,45,19,Diploma,74,0
Female,36,26,High School,67,0
Female,58,17,Master,80,0
Male,39,13,High School,80,0
Male,40,22,High School,74,0
Other,35,10,Master,89,0
Other,45,12,Diploma,89,0
Female,49,29,Master,86,1
Male,54,9,Master,95,1
Male,39,26,Master,81,0
Female,34,6,Diploma,67,0
Other,49,25,Master,80,0
Female,33,28,Bachelor,53,0
Male,57,11,PhD,71,0
Other,41,27,High School,95,1
Female,21,7,Bachelor,72,0
Male,46,4,PhD,88,0
Other,52,24,Diploma,99,0
Female,43,6,Bachelor,43,0
Other,49,5,Bachelor,59,0
Female,31,23,PhD,64,0
Male,39,28,High School,67,0
Female,21,3,High School,55,1
Female,54,18,PhD,83,0
Male,39,17,Master,42,1
Other,58,10,Diploma,82,1
Other,40,21,Master,62,0
Male,53,20,Diploma,86,0
Male,39,22,High School,94,1
Other,50,10,High School,93,1
Male,42,3,PhD,62,0
Other,22,25,Master,61,0
Male,57,13,Master,99,0
Male,56,24,Bachelor,79,1
Male,46,13,PhD,88,0
Male,36,16,PhD,53,0
Male,36,19,Diploma,53,0
Male,25,28,High School,64,0
Other,48,21,PhD,94,0
Male,51,5,PhD,85,1
Female,59,11,High School,79,0
Other,21,15,Diploma,59,0
Female,39,28,Bachelor,90,0
Male,48,10,High School,86,0
Other,59,4,High School,44,0
Female,21,0,High School,42,0
Male,47,18,Bachelor,41,0
Other,35,7,PhD,97,0
Male,43,12,Diploma,88,0
Female,49,24,High School,41,0
Other,48,14,Master,74,0
Other,57,11,High School,93,1
Other,37,20,Bachelor,74,0
Other,26,13,Master,46,0
Other,47,25,High School,65,0
Female,34,24,Master,96,0
Other,22,4,Diploma,55,0
Other,47,1,Diploma,61,0
Male,19,17,Diploma,78,1
Other,51,21,Diploma,65,1
Female,48,10,PhD,51,0
Female,47,8,Master,82,0
Female,43,20,Diploma,63,1
Male,26,3,High School,73,0
Other,31,18,Bachelor,84,1
Female,38,18,PhD,74,0
Other,48,2,Master,70,0
Female,25,2,High School,67,1
Female,45,15,High School,96,0
Female,38,16,Bachelor,67,0
Male,50,3,Master,83,0
Other,40,2,Bachelor,54,1
Other,32,14,High School,59,1
Other,47,12,High School,67,0
Other,40,15,Master,58,0
Female,56,16,Bachelor,70,0
Other,58,16,PhD,46,1
Male,39,17,Bachelor,66,0
Male,37,20,High School,85,0
Male,51,28,PhD,99,1
Other,40,1,High School,54,0
Male,23,3,Diploma,80,1
Female,21,2,Master,57,1
Male,27,18,Bachelor,43,0
Other,55,14,Bachelor,45,0
Female,53,4,Diploma,57,0
Male,29,21,Diploma,80,1
Other,41,28,Diploma,54,0
Other,22,11,Diploma,55,0
Other,57,19,Bachelor,97,0
Female,55,26,Diploma,84,0
Other,23,15,Master,68,1
Male,52,9,Bachelor,65,0
Male,42,9,Bachelor,51,1
Male,22,26,High School,67,1
Other,56,24,Master,57,0
Other,25,21,PhD,69,0
Male,33,1,Master,94,1
Female,56,26,Bachelor,85,0
Female,48,0,Bachelor,44,0
Female,33,21,High School,42,0
Female,58,4,Diploma,99,0
Other,20,22,Master,60,0
Female,36,7,PhD,64,0
Male,59,27,Bachelor,50,1
Other,30,20,High School,97,1
Other,30,1,Master,44,0
Male,23,10,Master,53,0
Male,56,3,PhD,94,0
Female,40,22,Master,45,0
Other,58,28,Master,44,0
Female,23,2,High School,56,0
Female,21,10,Bachelor,99,0
Other,56,25,Master,89,0
Male,52,21,Diploma,83,1
Other,52,14,PhD,77,0
Male,34,3,PhD,91,0
Male,55,25,Bachelor,56,0
Female,59,13,Diploma,55,0
Female,59,2,High School,40,0
Female,59,0,Master,86,1
Other,42,0,Master,82,1
Other,46,9,Bachelor,81,0
Male,23,4,Bachelor,57,0
Male,31,29,High School,41,1
Other,44,26,Bachelor,45,0
Other,52,3,Master,43,0
Male,23,3,Master,46,1
Male,25,20,PhD,89,1
Other,47,3,Master,73,0
Female,45,25,PhD,92,0
Other,44,19,Bachelor,93,0
Female,50,2,PhD,59,0
Female,43,9,PhD,40,0
Other,33,21,Diploma,84,0
Male,31,15,High School,77,0
Female,41,13,Diploma,63,0
Other,48,0,Bachelor,88,0
Female,18,8,Master,92,1
Female,37,27,PhD,87,0
Male,49,20,High School,72,0
Female,39,6,PhD,79,0
Other,41,16,Bachelor,95,0
Female,52,0,Diploma,43,0
Other,19,26,Diploma,99,0
Female,23,14,Diploma,81,1
Male,18,12,PhD,53,0
Male,54,5,Bachelor,84,1
Female,48,16,PhD,52,1
Male,18,17,PhD,67,1
Female,49,7,Diploma,79,1
Female,42,7,High School,67,0
Male,59,18,Master,66,0
Male,19,25,High School,46,0
Female,58,26,High School,50,0
Other,44,18,High School,72,1
Other,23,2,High School,83,0
Male,34,10,Diploma,89,0
Male,21,15,Diploma,69,0
Other,55,23,Bachelor,48,1
Other,33,3,Bachelor,51,1
Female,59,26,High School,69,1
Male,37,28,Diploma,94,0
Female,53,27,Diploma,59,0
Female,48,12,Diploma,51,0
Other,46,11,Master,77,0
Female,18,2,Bachelor,71,1
Male,37,9,Master,77,0
Male,59,2,PhD,46,1
Male,44,3,Master,91,1
Female,20,7,Bachelor,48,0
Female,49,18,Master,88,0
Male,34,22,Master,76,0
Other,24,25,Bachelor,51,1
Other,35,3,Bachelor,80,1
Male,58,10,Master,88,0
Female,22,21,Diploma,42,0
Female,20,0,Diploma,64,0
Female,32,4,Diploma,95,1
Female,29,0,High School,46,0
Male,51,25,Bachelor,74,0
Female,20,27,Master,97,0
Male,25,20,Master,78,1
Male,19,28,Bachelor,46,1
Female,36,19,PhD,64,0
Other,54,12,Diploma,69,0
Female,49,23,PhD,76,1
Other,40,0,High School,82,1
Other,34,23,Diploma,48,0
Male,53,17,Bachelor,99,1
Other,32,16,Diploma,64,0
Other,43,24,PhD,94,0
Male,22,10,PhD,94,1
Female,45,24,Bachelor,52,0
Other,59,9,High School,93,1
Female,42,28,Bachelor,70,0
Male,31,17,Bachelor,69,0
Other,32,0,Diploma,53,0
Male,33,17,Bachelor,41,1
Male,39,27,Diploma,63,0
Male,58,3,Bachelor,46,0
Other,36,14,Master,96,0
Male,31,5,PhD,57,0
Female,52,10,Diploma,79,0
Male,44,7,PhD,56,0
Other,31,14,High School,90,1
Other,47,24,Bachelor,41,1
Other,19,15,Diploma,57,0
Female,35,19,Master,55,0
Other,31,22,Diploma,85,0
Female,56,16,High School,99,0
Male,26,10,Diploma,54,0
Female,39,26,Master,67,0
Male,29,28,Bachelor,87,1
Male,28,27,Bachelor,93,0
Male,25,3,Diploma,88,0
Other,49,18,Master,73,0
Female,54,11,Bachelor,78,1
Other,40,22,Diploma,55,0
Other,55,22,Bachelor,84,1
Female,59,10,Bachelor,93,0
Male,39,15,High School,83,1
Female,43,5,Diploma,51,0
Other,24,7,Diploma,65,1
Female,46,27,PhD,80,0
Male,53,19,Diploma,85,1
Other,49,8,Bachelor,71,0
Female,36,2,Master,62,0
Male,29,6,Bachelor,57,0
Other,58,24,Master,51,1
Other,55,27,Diploma,98,1
Male,43,0,Bachelor,77,0
Female,48,12,PhD,67,0
Male,58,25,Diploma,63,0
Other,30,21,Bachelor,59,1
Male,20,14,Diploma,68,1
Other,46,7,High School,81,0
Male,49,22,High School,61,1
Female,45,9,Diploma,49,0
Male,29,21,Diploma,67,1
Other,37,13,Master,64,0
Female,22,7,Master,40,1
Other,47,8,PhD,72,0
Female,57,26,PhD,41,1
Other,54,26,Diploma,67,0
Other,28,9,PhD,91,1
Other,24,15,High School,90,0
Female,20,14,PhD,67,0
Other,54,20,Diploma,88,1
Male,42,8,High School,73,0
Other,54,11,High School,76,0
Other,37,20,High School,97,0
Female,44,6,High School,88,0
Other,25,26,Bachelor,89,1
Other,37,9,Bachelor,66,0
Other,38,28,PhD,81,0
Other,54,27,PhD,82,0
Other,52,24,Master,51,0
Male,26,19,Bachelor,82,1
Male,40,7,Diploma,58,1
Female,48,4,Bachelor,90,0
Female,47,16,Diploma,50,0
Male,42,15,Diploma,55,0
Female,47,24,Master,96,0
Male,22,2,Master,74,0
Male,43,18,High School,67,1
Female,22,7,Master,89,1
Female,34,25,Diploma,89,0
Other,31,21,PhD,99,0
Male,41,27,Diploma,74,1
Male,39,0,High School,87,1
Male,18,19,Diploma,40,0
Female,57,6,PhD,70,0
Male,46,28,Master,56,1
Male,32,15,Master,52,0
Female,48,23,Master,61,1
Male,54,11,Bachelor,69,0
Male,54,4,Diploma,82,0
Other,58,16,Bachelor,51,1
Other,40,16,Bachelor,76,0
Other,47,16,PhD,98,0
Male,42,17,High School,81,0
Other,20,19,PhD,87,0
Female,43,27,Diploma,57,0
Other,31,18,Diploma,79,1
Female,42,12,Master,41,1
Female,59,28,Bachelor,41,0
Female,56,14,Master,97,1
Male,34,1,Bachelor,46,1
Female,41,21,Bachelor,52,1
Male,31,5,High School,77,1
Female,44,29,Bachelor,48,1
Male,34,1,Diploma,53,0
Female,28,20,Bachelor,67,1
Female,31,19,PhD,94,0
Male,29,22,PhD,91,0
Other,24,4,Bachelor,97,0
Female,54,25,High School,79,0
Female,50,6,Bachelor,67,0
Other,34,20,Diploma,94,0
Female,35,22,Master,49,0
Male,54,19,Bachelor,73,0
Male,21,10,Bachelor,68,1
Female,52,19,Bachelor,72,1
Female,34,13,Bachelor,66,0
Male,33,9,Diploma,40,0
Other,20,20,Master,89,1
Female,36,4,High School,55,0
Male,36,10,PhD,58,1
Other,23,21,PhD,50,0
Female,36,19,PhD,57,0
Female,31,16,Master,55,0
Other,40,12,Master,46,0
Female,30,15,PhD,77,0
Female,58,25,High School,93,0
Male,46,14,Master,80,0
Other,28,1,Diploma,69,1
Female,26,4,Diploma,89,0
Male,20,6,Diploma,70,0
Female,45,26,PhD,85,0
Male,27,14,High School,96,1
Female,46,17,Diploma,41,0
Female,36,25,Bachelor,84,0
Female,21,18,Bachelor,87,1
Female,57,18,Master,91,1
Female,33,21,Master,48,0
Other,42,8,High School,95,0
Other,52,4,Bachelor,63,0
Other,55,24,Diploma,74,0
Male,31,27,PhD,60,1
Other,23,9,PhD,74,0
Female,30,6,Master,67,0
Female,38,25,Bachelor,81,0
Other,26,6,High School,90,1
Male,20,24,Bachelor,58,0
Female,38,24,Diploma,61,1
Male,22,25,High School,57,0
Female,21,29,Master,69,0
Male,22,29,Master,47,0
Male,20,6,Bachelor,73,0
Male,37,12,Diploma,79,1
Female,27,21,Diploma,56,0
Female,54,6,High School,54,1
Other,21,2,Bachelor,44,1
Male,52,2,Master,57,0
Male,35,2,Master,51,1
Female,32,3,Master,79,1
Male,19,23,PhD,44,1
Male,53,13,PhD,89,0
Female,40,7,Master,89,0
Female,23,5,Diploma,76,1
Female,26,20,Master,74,0
Female,42,10,Diploma,85,1
Female,58,7,High School,70,0
Female,53,13,PhD,55,0
Male,34,20,PhD,41,0
Female,43,10,Diploma,91,0
Other,27,25,Diploma,67,1
Male,23,16,Bachelor,76,0
Other,41,23,Bachelor,68,0
Female,53,16,High School,41,0
Female,57,20,PhD,41,1
Male,33,24,Diploma,73,0
Female,58,28,Bachelor,86,0
Male,29,9,Diploma,40,0
Male,26,24,PhD,95,0
Female,19,17,Master,99,1
Male,39,17,Master,60,0
Male,34,17,PhD,82,0
Male,24,22,High School,73,0
Female,37,16,Diploma,85,0
Male,53,11,Bachelor,73,1
Other,34,25,Master,60,0
Male,51,25,High School,46,0
Male,27,12,Bachelor,67,1
Female,27,20,PhD,59,0
Male,33,14,Bachelor,67,0
Female,56,19,Diploma,68,0
Male,34,7,Master,78,1
Other,38,3,High School,97,1
Female,38,22,High School,54,0
Other,47,12,PhD,42,1
Male,18,14,Bachelor,76,0
Other,59,3,Master,51,1
Male,28,24,Diploma,53,0
Male,48,7,Master,72,1
Male,44,4,PhD,85,0
Male,35,14,Master,47,0
Male,18,28,PhD,41,0
Male,59,7,Master,95,0
Female,49,2,PhD,70,1
Male,24,19,High School,45,0
Male,26,1,Master,44,1
Male,43,25,PhD,82,1
Other,50,28,Diploma,77,1
Other,30,6,High School,65,1
Female,24,25,Diploma,97,0
Other,53,19,Master,95,0
Female,57,1,Bachelor,55,0
Male,41,20,PhD,78,0
Male,31,12,Bachelor,99,1
Female,26,12,Master,67,0
Female,38,7,Bachelor,63,0
Female,22,4,PhD,54,0
Male,24,3,Master,81,1
Other,20,0,Diploma,55,0
Male,41,23,Bachelor,55,1
Female,42,11,PhD,96,0
Male,34,10,Bachelor,91,1
Male,28,0,Bachelor,56,0
Male,57,26,Master,76,1
Other,43,27,PhD,68,0
Other,19,25,Diploma,64,1
Male,47,6,PhD,97,0
Male,47,23,Diploma,55,0
Female,28,29,High School,52,0
Male,20,24,Bachelor,74,1
Other,55,24,Master,78,0
Other,46,19,Master,89,0
Male,21,15,Master,55,1
Other,49,9,Bachelor,87,1
Other,33,7,High School,52,0
Other,39,29,Master,58,1
Male,35,7,PhD,84,0
Female,28,20,PhD,66,0
Other,52,6,Diploma,71,0
Female,37,11,Master,83,0
Male,25,11,PhD,69,0
Female,59,13,Bachelor,89,1
Female,32,22,Master,63,0
Female,35,12,Bachelor,51,0
Male,26,20,Diploma,45,1
Male,23,17,Diploma,57,0
Male,32,14,High School,41,0
Male,38,22,Master,82,0
Other,30,23,Diploma,72,0
Male,23,24,Diploma,75,1
Female,20,3,Bachelor,93,0
Female,22,26,Bachelor,40,0
Male,48,20,Master,45,0
Other,55,24,High School,92,0
Other,35,1,Diploma,97,0
Male,47,7,Master,67,0
Other,47,15,PhD,88,0
Female,58,29,PhD,89,0
Other,25,9,Master,87,1
Other,33,16,PhD,64,0
Male,29,26,PhD,64,0
Female,41,4,High School,53,0
Other,34,0,PhD,70,0
Other,26,9,Master,44,1
Female,52,19,Master,99,1
Other,45,7,High School,53,0
Female,36,12,Diploma,84,0
Other,40,20,Master,96,0
Male,33,17,PhD,59,0
Other,45,25,PhD,63,0
Other,29,7,PhD,48,0
Other,38,3,Diploma,55,0
Female,48,28,PhD,86,0
Female,48,4,Diploma,47,0
Male,43,25,PhD,85,1
Male,59,18,High School,50,0
Male,30,1,Diploma,65,0
Male,36,11,Bachelor,65,0
Male,35,15,Diploma,50,0
Female,53,26,High School,64,1
Male,58,10,Bachelor,52,1
Other,53,11,Master,61,1
Male,44,24,Diploma,78,0
Male,21,23,Bachelor,58,0
Male,47,18,Bachelor,82,1
Male,40,15,Master,40,0
Female,21,13,Master,70,0
Male,36,11,Bachelor,76,1
Female,27,1,High School,53,1
Male,36,11,PhD,61,0
Female,51,16,Diploma,62,0
Male,58,23,Bachelor,87,0
Other,46,15,Bachelor,59,0
Female,54,19,Diploma,98,0
Female,19,25,Diploma,73,0
Male,44,6,Master,93,0
Female,26,0,Diploma,44,0
Female,22,5,Bachelor,78,0
Female,46,4,Diploma,96,0
Other,46,8,Diploma,91,0
Male,58,27,High School,62,0
Other,37,17,Bachelor,90,0
Other,30,15,High School,91,0
Male,49,28,Master,43,0
Other,45,2,High School,71,0
Other,55,15,PhD,73,0
Female,42,25,High School,65,0
Female,28,15,Diploma,74,0
Male,36,18,PhD,42,0
Male,40,29,PhD,56,1
Other,34,6,High School,69,1
Male,22,2,PhD,71,0
Male,47,21,High School,54,1
Female,54,7,PhD,97,0
Other,55,29,Diploma,83,1
Female,45,25,PhD,52,1
Female,54,24,Diploma,56,0
Female,45,17,Diploma,86,0
Other,42,20,PhD,74,0
Other,27,15,Diploma,59,1
Other,36,25,PhD,80,0
Female,19,2,PhD,53,0
Male,21,8,High School,62,1
Other,36,29,PhD,98,1
Male,35,4,Diploma,44,0
Female,29,28,Bachelor,92,0
Other,38,2,Master,95,0
Male,30,26,High School,99,0
Other,47,18,Diploma,44,0
Female,25,21,PhD,71,0
Other,56,24,Bachelor,91,0
Female,34,4,High School,92,0
Female,35,24,Master,81,0
Male,59,22,PhD,81,0
Female,57,3,Master,40,0
Female,32,11,Diploma,99,0
Other,37,24,Diploma,49,0
Female,49,29,PhD,91,0
Female,48,19,Diploma,49,0
Female,43,24,PhD,63,1
Female,29,14,PhD,43,0
Male,59,27,High School,66,1
Other,45,29,Bachelor,54,0
Other,40,0,High School,71,1
Female,59,7,Master,78,1
Male,21,25,Master,79,1
Male,21,28,High School,78,1
Female,47,24,Bachelor,78,0
Female,57,1,High School,65,0
Other,26,17,Bachelor,64,1
Other,43,25,High School,65,1
Other,50,16,Bachelor,74,0
Other,20,11,High School,61,0
Female,53,23,Bachelor,86,0
Female,31,8,Master,44,0
Other,19,11,PhD,86,1
Other,21,10,Diploma,98,0
Female,54,8,Master,84,1
Other,40,7,PhD,85,0
Female,28,16,Bachelor,47,0
Other,52,22,Bachelor,66,0
Female,51,15,Bachelor,97,1
Male,38,23,Master,83,0
Female,52,15,Master,62,0
Male,59,20,Bachelor,88,0
Male,26,7,Diploma,42,0
Other,31,23,Bachelor,48,1
Male,47,2,Bachelor,56,0
Other,19,18,Bachelor,49,1
Male,34,25,High School,43,0
Male,32,28,PhD,59,0
Other,28,28,Bachelor,69,1
Female,46,5,Diploma,51,0
Other,28,11,Diploma,61,1
Male,37,16,Master,61,1
Other,20,22,Master,69,0
Other,24,4,Bachelor,68,1
Male,18,19,Master,65,1
Male,30,15,Master,90,0
Male,58,24,Master,49,1
Other,36,25,Master,92,0
Other,47,26,PhD,71,0
Other,33,11,Bachelor,46,1
Female,35,6,Diploma,88,0
Other,48,18,High School,78,1
Female,52,23,High School,49,0
Male,45,24,Diploma,66,0
Female,58,4,Master,60,0
Other,42,16,High School,75,0
Male,29,26,Bachelor,54,1
Female,41,4,Master,89,0
Male,49,26,Master,86,0
Male,40,28,Master,86,0
Female,43,24,PhD,50,0
Male,58,19,Diploma,93,0
Male,22,23,Bachelor,90,0
Other,30,20,Master,82,0
Male,19,7,Master,82,0
Female,44,21,PhD,50,0
Female,41,11,High School,58,0
Other,21,21,Bachelor,49,0
Other,37,11,PhD,72,0
Female,26,14,Master,95,0
Female,56,11,Diploma,66,0
Other,42,8,PhD,54,0
Female,59,2,Master,68,0
Male,54,17,Master,99,0
Other,20,18,Diploma,71,0
Other,38,13,PhD,75,0
Other,26,19,Bachelor,71,0
Other,40,4,PhD,62,0
Male,39,19,Bachelor,58,1
Other,34,20,PhD,71,0
Other,30,13,Bachelor,54,0
Female,26,25,Bachelor,79,0
Other,37,20,Diploma,79,0
Female,40,14,Master,82,1
Female,36,21,Bachelor,72,0
Female,35,24,Master,62,1
Male,34,4,PhD,55,0
Other,33,7,PhD,50,0
Other,30,28,Bachelor,54,0
Female,38,23,Bachelor,45,1
Other,53,2,PhD,73,0
Female,53,18,Diploma,95,0
Other,57,0,PhD,83,1
Female,33,26,Bachelor,98,1
Female,21,28,High School,79,0
Female,22,20,High School,99,1
Male,36,14,PhD,90,0
Female,46,22,Diploma,85,0
Male,51,23,PhD,52,0
Male,22,3,Diploma,74,0
Female,31,21,Diploma,92,0
Male,32,4,High School,87,1
Other,27,6,Master,85,1
Male,48,23,Bachelor,74,0
Male,44,1,High School,80,1
Male,58,11,Bachelor,55,0
Male,41,20,Bachelor,98,1
Female,38,28,PhD,97,0
Other,34,26,Master,60,0
Other,56,11,Master,96,1
Male,45,21,High School,64,0
Other,37,3,Diploma,42,0
Female,50,5,Master,89,1
Male,30,24,Diploma,46,0
Male,55,23,Bachelor,73,1
Male,23,27,Bachelor,49,1
Other,45,8,Master,88,0
Male,57,7,PhD,53,0
Male,25,18,High School,78,0
Other,27,9,Master,44,1
Female,40,5,High School,48,0
Other,49,21,Bachelor,46,0
Female,43,20,PhD,99,1
Female,18,25,PhD,88,0
Female,51,7,PhD,61,0
Male,21,23,PhD,58,0
Female,47,0,PhD,69,1
Male,20,14,Bachelor,48,1
Other,49,12,Diploma,55,0
Female,43,23,High School,45,0
Male,58,13,PhD,40,0
Male,31,11,Master,52,1
Female,19,23,PhD,54,0
Female,21,12,Diploma,98,0
Female,26,24,Master,44,0
Male,27,27,Master,82,0
Male,53,16,Bachelor,79,0
Female,25,12,High School,95,0
Other,34,15,Bachelor,57,0
Male,36,24,Bachelor,67,0
Male,39,11,High School,88,0
Other,52,22,Master,54,0
Other,42,1,High School,87,1
Other,37,12,PhD,67,0
Male,42,25,Bachelor,79,0
Other,32,21,High School,95,0
Other,21,7,PhD,77,1
Male,44,17,Bachelor,49,0
Male,22,21,High School,71,1
Male,37,4,Bachelor,40,0
Other,42,26,Bachelor,70,0
Female,28,24,High School,69,0
Female,38,0,Bachelor,44,0
Male,33,27,PhD,82,1
Other,56,15,Master,40,0
Other,21,6,Master,47,0
Other,40,15,Master,96,0
Male,48,15,Diploma,44,0
Female,44,29,Master,86,0
Other,55,21,High School,44,0
Female,26,19,PhD,72,0
Female,24,20,Bachelor,93,0
Other,37,26,PhD,54,0
Male,46,17,Diploma,97,0
Female,37,1,Master,70,0
Female,44,7,PhD,61,1
Female,51,25,PhD,72,0
Female,32,7,High School,99,0
Female,33,12,PhD,72,0
Other,53,18,High School,62,1
Male,52,16,Master,74,0
Female,49,27,Bachelor,53,1
Male,21,29,Bachelor,83,0
Male,32,9,Master,91,0
Other,52,4,PhD,86,0
Male,45,12,PhD,79,1
Male,50,13,Master,97,0
Male,51,5,High School,98,0
Male,43,22,PhD,61,0
Female,23,26,High School,64,0
Other,20,18,Master,96,0
Other,46,24,Bachelor,96,0
Other,58,15,High School,72,0
Male,40,17,Bachelor,96,0
Male,36,2,Diploma,40,1
Female,18,8,High School,81,0
Male,51,20,Bachelor,46,0
Male,41,5,Bachelor,55,1
Other,55,10,PhD,87,1
Male,53,11,High School,83,1
Other,18,12,PhD,52,1
Other,47,22,PhD,44,0
Other,40,26,Bachelor,45,0
Male,31,28,High School,74,0
Male,56,17,High School,88,0
Female,44,13,Master,49,1
Other,35,3,High School,71,0
Female,38,13,High School,54,0
Male,54,20,PhD,82,1
Male,55,25,PhD,73,1
Male,36,4,High School,40,0
Female,33,24,Bachelor,61,0
Male,44,21,Bachelor,71,0
Male,29,11,Master,84,0
Male,20,25,Bachelor,88,1
Female,18,13,Master,75,0
Female,43,25,High School,58,0
Male,47,25,Master,76,1
Other,34,16,Master,84,0
Female,30,8,Master,99,0
Female,43,18,Diploma,66,1
Other,24,22,Bachelor,87,0
Female,33,16,Bachelor,60,0
Other,41,6,High School,58,1
Other,19,20,Master,57,1
Other,30,8,PhD,71,0
Other,47,0,Master,60,0
Other,52,5,Master,58,1
Female,31,10,High School,93,0
Male,31,2,High School,76,1
Other,44,19,High School,61,0
Female,24,14,High School,77,0
Male,22,8,High School,82,0
Male,54,2,PhD,84,0
Female,47,6,Master,67,0
Male,33,25,Bachelor,59,0
Male,37,29,Master,66,1
Other,21,22,PhD,94,1
Other,33,22,PhD,77,0
Female,55,4,Bachelor,76,0
Other,23,16,Bachelor,55,1
Male,36,14,Diploma,77,1
Male,33,1,Diploma,97,0
Other,42,15,Master,85,0
Female,44,29,High School,87,1
Female,43,6,Diploma,59,0
Other,24,2,Master,47,0
Female,41,18,PhD,65,0
Female,46,29,PhD,41,0
Male,38,0,High School,84,0
Other,27,21,Bachelor,94,1
Other,48,4,PhD,81,0
Male,51,29,PhD,86,1
Male,23,10,Bachelor,40,1
Other,58,24,Diploma,99,0
Other,47,15,Bachelor,54,0
Male,41,1,PhD,76,1
Female,59,4,PhD,87,1
Male,36,15,PhD,58,1
Female,23,19,Master,48,0
Other,32,17,PhD,73,1
Other,57,28,PhD,61,0
Other,19,27,PhD,61,0
Other,57,14,Diploma,43,0
Other,32,25,Diploma,89,0
Male,39,24,Diploma,56,0
Other,36,9,Bachelor,42,0
Other,40,26,Bachelor,53,0
Other,53,27,PhD,67,1
Other,19,21,Master,88,0
Female,42,17,Bachelor,58,1
Other,41,19,PhD,95,0
Female,36,29,PhD,72,0
Female,22,4,PhD,63,0
Other,26,0,Diploma,77,0
Female,30,9,Bachelor,59,1
Other,25,23,Bachelor,79,1
Female,29,13,High School,78,0
Male,45,3,PhD,57,1
Other,36,6,High School,40,1
Other,22,25,Diploma,53,1
Female,38,8,Master,93,0
Male,50,28,Bachelor,46,0
Other,58,15,Bachelor,84,0
Female,43,18,High School,71,0
Female,50,7,Bachelor,99,0
Other,44,5,Diploma,65,0
Female,20,23,PhD,88,0
Other,30,2,Diploma,46,0
Male,58,2,Master,78,0
Male,42,3,Bachelor,46,0
Male,20,11,PhD,86,0
Male,37,7,Master,60,1
Female,27,20,Master,94,1
Female,23,18,High School,71,0
Female,20,8,Bachelor,62,0
Other,59,12,PhD,58,0
Male,56,10,PhD,45,0
Other,32,26,Bachelor,43,0
Male,57,4,PhD,98,0
Other,27,11,High School,57,0
Female,54,10,Diploma,75,1
Female,38,29,Bachelor,47,1
Female,31,5,Bachelor,76,0
Other,25,17,PhD,70,0
Female,52,23,High School,46,0
Female,22,24,PhD,86,0
Male,50,18,Diploma,92,1
Other,54,9,PhD,89,0
Other,52,2,High School,61,0
Female,28,27,Master,57,0
Other,46,18,Bachelor,83,1
Female,35,18,Diploma,47,1
Other,54,5,High School,42,1
Male,59,19,Diploma,63,1
Other,49,0,Bachelor,78,0
Female,34,24,PhD,91,0
Other,19,26,High School,65,1
Other,45,0,Master,80,0
Male,50,6,PhD,69,0
Other,31,15,PhD,75,0
Male,55,16,High School,58,0
Male,47,18,Bachelor,86,1
Male,24,24,Diploma,94,1
Female,53,0,Diploma,52,0
Male,43,19,Diploma,49,0
Other,58,0,High School,78,0
Other,41,13,Diploma,44,0
Male,38,16,Diploma,98,0
Male,31,26,PhD,93,0
Male,32,1,Master,84,0
Female,49,14,PhD,91,0
Male,31,15,High School,68,0
Male,49,13,High School,81,1
Male,43,16,Master,83,0
Male,35,13,High School,88,0
Male,19,11,High School,47,0
Other,36,2,Master,57,0
Other,41,6,Diploma,68,0
Other,42,14,Bachelor,45,0
Female,19,13,Master,60,1
Female,51,20,Bachelor,86,0
Other,26,25,Bachelor,71,0
Male,51,29,Master,79,0
Male,43,5,Diploma,69,1
Female,57,1,Diploma,88,0
Female,23,13,High School,62,1
Male,29,4,Master,99,1
Female,26,2,Master,91,0
Male,27,28,High School,65,0
Other,38,23,Diploma,62,0
Female,33,17,Diploma,61,0
Other,54,13,Bachelor,57,0
Female,34,18,PhD,94,1
Other,52,20,Bachelor,47,1
Other,31,27,Diploma,65,1
Female,46,16,High School,71,0
Female,29,17,Diploma,50,0
Other,50,20,Bachelor,88,1
Other,40,26,Master,86,1
Male,21,14,Master,87,0
Other,53,25,Master,86,0
Female,28,18,Master,69,0
Male,48,22,PhD,71,1
Male,37,5,High School,95,0
Other,29,11,High School,73,0
Male,21,17,Diploma,98,1
Female,59,24,Diploma,50,0
Female,32,8,High School,58,0
